-4.900000 -4.900000 0.183240
-4.900000 -4.800000 0.085964
-4.900000 -4.700000 -0.012171
-4.900000 -4.600000 -0.110185
-4.900000 -4.500000 -0.207097
-4.900000 -4.400000 -0.301940
-4.900000 -4.300000 -0.393766
-4.900000 -4.200000 -0.481658
-4.900000 -4.100000 -0.564737
-4.900000 -4.000000 -0.642174
-4.900000 -3.900000 -0.713194
-4.900000 -3.800000 -0.777088
-4.900000 -3.700000 -0.833218
-4.900000 -3.600000 -0.881023
-4.900000 -3.500000 -0.920024
-4.900000 -3.400000 -0.949833
-4.900000 -3.300000 -0.970152
-4.900000 -3.200000 -0.980777
-4.900000 -3.100000 -0.981603
-4.900000 -3.000000 -0.972621
-4.900000 -2.900000 -0.953920
-4.900000 -2.800000 -0.925689
-4.900000 -2.700000 -0.888208
-4.900000 -2.600000 -0.841853
-4.900000 -2.500000 -0.787086
-4.900000 -2.400000 -0.724454
-4.900000 -2.300000 -0.654585
-4.900000 -2.200000 -0.578174
-4.900000 -2.100000 -0.495987
-4.900000 -2.000000 -0.408845
-4.900000 -1.900000 -0.317617
-4.900000 -1.800000 -0.223215
-4.900000 -1.700000 -0.126584
-4.900000 -1.600000 -0.028687
-4.900000 -1.500000 0.069496
-4.900000 -1.400000 0.166985
-4.900000 -1.300000 0.262805
-4.900000 -1.200000 0.355999
-4.900000 -1.100000 0.445637
-4.900000 -1.000000 0.530821
-4.900000 -0.900000 0.610702
-4.900000 -0.800000 0.684481
-4.900000 -0.700000 0.751421
-4.900000 -0.600000 0.810853
-4.900000 -0.500000 0.862183
-4.900000 -0.400000 0.904899
-4.900000 -0.300000 0.938573
-4.900000 -0.200000 0.962869
-4.900000 -0.100000 0.977544
-4.900000 0.000000 0.982453
-4.900000 0.100000 0.977544
-4.900000 0.200000 0.962869
-4.900000 0.300000 0.938573
-4.900000 0.400000 0.904899
-4.900000 0.500000 0.862183
-4.900000 0.600000 0.810853
-4.900000 0.700000 0.751421
-4.900000 0.800000 0.684481
-4.900000 0.900000 0.610702
-4.900000 1.000000 0.530821
-4.900000 1.100000 0.445637
-4.900000 1.200000 0.355999
-4.900000 1.300000 0.262805
-4.900000 1.400000 0.166985
-4.900000 1.500000 0.069496
-4.900000 1.600000 -0.028687
-4.900000 1.700000 -0.126584
-4.900000 1.800000 -0.223215
-4.900000 1.900000 -0.317617
-4.900000 2.000000 -0.408845
-4.900000 2.100000 -0.495987
-4.900000 2.200000 -0.578174
-4.900000 2.300000 -0.654585
-4.900000 2.400000 -0.724454
-4.900000 2.500000 -0.787086
-4.900000 2.600000 -0.841853
-4.900000 2.700000 -0.888208
-4.900000 2.800000 -0.925689
-4.900000 2.900000 -0.953920
-4.900000 3.000000 -0.972621
-4.900000 3.100000 -0.981603
-4.900000 3.200000 -0.980777
-4.900000 3.300000 -0.970152
-4.900000 3.400000 -0.949833
-4.900000 3.500000 -0.920024
-4.900000 3.600000 -0.881023
-4.900000 3.700000 -0.833218
-4.900000 3.800000 -0.777088
-4.900000 3.900000 -0.713194
-4.900000 4.000000 -0.642174
-4.900000 4.100000 -0.564737
-4.900000 4.200000 -0.481658
-4.900000 4.300000 -0.393766
-4.900000 4.400000 -0.301940
-4.900000 4.500000 -0.207097
-4.900000 4.600000 -0.110185
-4.900000 4.700000 -0.012171
-4.900000 4.800000 0.085964
-4.900000 4.900000 0.183240
-4.900000 5.000000 0.278685
-4.800000 -4.900000 0.185797
-4.800000 -4.800000 0.087163
-4.800000 -4.700000 -0.012341
-4.800000 -4.600000 -0.111722
-4.800000 -4.500000 -0.209987
-4.800000 -4.400000 -0.306154
-4.800000 -4.300000 -0.399262
-4.800000 -4.200000 -0.488380
-4.800000 -4.100000 -0.572619
-4.800000 -4.000000 -0.651137
-4.800000 -3.900000 -0.723148
-4.800000 -3.800000 -0.787934
-4.800000 -3.700000 -0.844847
-4.800000 -3.600000 -0.893319
-4.800000 -3.500000 -0.932865
-4.800000 -3.400000 -0.963090
-4.800000 -3.300000 -0.983692
-4.800000 -3.200000 -0.994466
-4.800000 -3.100000 -0.995303
-4.800000 -3.000000 -0.986195
-4.800000 -2.900000 -0.967234
-4.800000 -2.800000 -0.938609
-4.800000 -2.700000 -0.900605
-4.800000 -2.600000 -0.853602
-4.800000 -2.500000 -0.798071
-4.800000 -2.400000 -0.734566
-4.800000 -2.300000 -0.663721
-4.800000 -2.200000 -0.586244
-4.800000 -2.100000 -0.502910
-4.800000 -2.000000 -0.414551
-4.800000 -1.900000 -0.322050
-4.800000 -1.800000 -0.226331
-4.800000 -1.700000 -0.128350
-4.800000 -1.600000 -0.029088
-4.800000 -1.500000 0.070466
-4.800000 -1.400000 0.169315
-4.800000 -1.300000 0.266473
-4.800000 -1.200000 0.360968
-4.800000 -1.100000 0.451856
-4.800000 -1.000000 0.538230
-4.800000 -0.900000 0.619226
-4.800000 -0.800000 0.694035
-4.800000 -0.700000 0.761909
-4.800000 -0.600000 0.822170
-4.800000 -0.500000 0.874217
-4.800000 -0.400000 0.917528
-4.800000 -0.300000 0.951672
-4.800000 -0.200000 0.976308
-4.800000 -0.100000 0.991188
-4.800000 0.000000 0.996165
-4.800000 0.100000 0.991188
-4.800000 0.200000 0.976308
-4.800000 0.300000 0.951672
-4.800000 0.400000 0.917528
-4.800000 0.500000 0.874217
-4.800000 0.600000 0.822170
-4.800000 0.700000 0.761909
-4.800000 0.800000 0.694035
-4.800000 0.900000 0.619226
-4.800000 1.000000 0.538230
-4.800000 1.100000 0.451856
-4.800000 1.200000 0.360968
-4.800000 1.300000 0.266473
-4.800000 1.400000 0.169315
-4.800000 1.500000 0.070466
-4.800000 1.600000 -0.029088
-4.800000 1.700000 -0.128350
-4.800000 1.800000 -0.226331
-4.800000 1.900000 -0.322050
-4.800000 2.000000 -0.414551
-4.800000 2.100000 -0.502910
-4.800000 2.200000 -0.586244
-4.800000 2.300000 -0.663721
-4.800000 2.400000 -0.734566
-4.800000 2.500000 -0.798071
-4.800000 2.600000 -0.853602
-4.800000 2.700000 -0.900605
-4.800000 2.800000 -0.938609
-4.800000 2.900000 -0.967234
-4.800000 3.000000 -0.986195
-4.800000 3.100000 -0.995303
-4.800000 3.200000 -0.994466
-4.800000 3.300000 -0.983692
-4.800000 3.400000 -0.963090
-4.800000 3.500000 -0.932865
-4.800000 3.600000 -0.893319
-4.800000 3.700000 -0.844847
-4.800000 3.800000 -0.787934
-4.800000 3.900000 -0.723148
-4.800000 4.000000 -0.651137
-4.800000 4.100000 -0.572619
-4.800000 4.200000 -0.488380
-4.800000 4.300000 -0.399262
-4.800000 4.400000 -0.306154
-4.800000 4.500000 -0.209987
-4.800000 4.600000 -0.111722
-4.800000 4.700000 -0.012341
-4.800000 4.800000 0.087163
-4.800000 4.900000 0.185797
-4.800000 5.000000 0.282574
-4.700000 -4.900000 0.186498
-4.700000 -4.800000 0.087492
-4.700000 -4.700000 -0.012388
-4.700000 -4.600000 -0.112144
-4.700000 -4.500000 -0.210780
-4.700000 -4.400000 -0.307309
-4.700000 -4.300000 -0.400768
-4.700000 -4.200000 -0.490223
-4.700000 -4.100000 -0.574780
-4.700000 -4.000000 -0.653593
-4.700000 -3.900000 -0.725877
-4.700000 -3.800000 -0.790907
-4.700000 -3.700000 -0.848035
-4.700000 -3.600000 -0.896690
-4.700000 -3.500000 -0.936385
-4.700000 -3.400000 -0.966724
-4.700000 -3.300000 -0.987404
-4.700000 -3.200000 -0.998218
-4.700000 -3.100000 -0.999058
-4.700000 -3.000000 -0.989917
-4.700000 -2.900000 -0.970884
-4.700000 -2.800000 -0.942150
-4.700000 -2.700000 -0.904003
-4.700000 -2.600000 -0.856823
-4.700000 -2.500000 -0.801082
-4.700000 -2.400000 -0.737337
-4.700000 -2.300000 -0.666225
-4.700000 -2.200000 -0.588456
-4.700000 -2.100000 -0.504807
-4.700000 -2.000000 -0.416115
-4.700000 -1.900000 -0.323265
-4.700000 -1.800000 -0.227185
-4.700000 -1.700000 -0.128835
-4.700000 -1.600000 -0.029197
-4.700000 -1.500000 0.070732
-4.700000 -1.400000 0.169954
-4.700000 -1.300000 0.267478
-4.700000 -1.200000 0.362330
-4.700000 -1.100000 0.453561
-4.700000 -1.000000 0.540261
-4.700000 -0.900000 0.621562
-4.700000 -0.800000 0.696653
-4.700000 -0.700000 0.764783
-4.700000 -0.600000 0.825272
-4.700000 -0.500000 0.877515
-4.700000 -0.400000 0.920990
-4.700000 -0.300000 0.955263
-4.700000 -0.200000 0.979991
-4.700000 -0.100000 0.994928
-4.700000 0.000000 0.999923
-4.700000 0.100000 0.994928
-4.700000 0.200000 0.979991
-4.700000 0.300000 0.955263
-4.700000 0.400000 0.920990
-4.700000 0.500000 0.877515
-4.700000 0.600000 0.825272
-4.700000 0.700000 0.764783
-4.700000 0.800000 0.696653
-4.700000 0.900000 0.621562
-4.700000 1.000000 0.540261
-4.700000 1.100000 0.453561
-4.700000 1.200000 0.362330
-4.700000 1.300000 0.267478
-4.700000 1.400000 0.169954
-4.700000 1.500000 0.070732
-4.700000 1.600000 -0.029197
-4.700000 1.700000 -0.128835
-4.700000 1.800000 -0.227185
-4.700000 1.900000 -0.323265
-4.700000 2.000000 -0.416115
-4.700000 2.100000 -0.504807
-4.700000 2.200000 -0.588456
-4.700000 2.300000 -0.666225
-4.700000 2.400000 -0.737337
-4.700000 2.500000 -0.801082
-4.700000 2.600000 -0.856823
-4.700000 2.700000 -0.904003
-4.700000 2.800000 -0.942150
-4.700000 2.900000 -0.970884
-4.700000 3.000000 -0.989917
-4.700000 3.100000 -0.999058
-4.700000 3.200000 -0.998218
-4.700000 3.300000 -0.987404
-4.700000 3.400000 -0.966724
-4.700000 3.500000 -0.936385
-4.700000 3.600000 -0.896690
-4.700000 3.700000 -0.848035
-4.700000 3.800000 -0.790907
-4.700000 3.900000 -0.725877
-4.700000 4.000000 -0.653593
-4.700000 4.100000 -0.574780
-4.700000 4.200000 -0.490223
-4.700000 4.300000 -0.400768
-4.700000 4.400000 -0.307309
-4.700000 4.500000 -0.210780
-4.700000 4.600000 -0.112144
-4.700000 4.700000 -0.012388
-4.700000 4.800000 0.087492
-4.700000 4.900000 0.186498
-4.700000 5.000000 0.283640
-4.600000 -4.900000 0.185336
-4.600000 -4.800000 0.086947
-4.600000 -4.700000 -0.012311
-4.600000 -4.600000 -0.111445
-4.600000 -4.500000 -0.209466
-4.600000 -4.400000 -0.305394
-4.600000 -4.300000 -0.398271
-4.600000 -4.200000 -0.487168
-4.600000 -4.100000 -0.571197
-4.600000 -4.000000 -0.649520
-4.600000 -3.900000 -0.721352
-4.600000 -3.800000 -0.785977
-4.600000 -3.700000 -0.842749
-4.600000 -3.600000 -0.891101
-4.600000 -3.500000 -0.930549
-4.600000 -3.400000 -0.960699
-4.600000 -3.300000 -0.981250
-4.600000 -3.200000 -0.991997
-4.600000 -3.100000 -0.992832
-4.600000 -3.000000 -0.983747
-4.600000 -2.900000 -0.964832
-4.600000 -2.800000 -0.936278
-4.600000 -2.700000 -0.898368
-4.600000 -2.600000 -0.851483
-4.600000 -2.500000 -0.796089
-4.600000 -2.400000 -0.732742
-4.600000 -2.300000 -0.662072
-4.600000 -2.200000 -0.584788
-4.600000 -2.100000 -0.501661
-4.600000 -2.000000 -0.413521
-4.600000 -1.900000 -0.321250
-4.600000 -1.800000 -0.225769
-4.600000 -1.700000 -0.128032
-4.600000 -1.600000 -0.029015
-4.600000 -1.500000 0.070291
-4.600000 -1.400000 0.168895
-4.600000 -1.300000 0.265811
